trial_id,subject_id,label,risk_label,session_phase,rpe,load_level,label_quality,window_start_ms,window_end_ms,acc_up_x_mean,acc_up_x_std,acc_up_x_min,acc_up_x_max,acc_up_y_mean,acc_up_y_std,acc_up_y_min,acc_up_y_max,acc_up_z_mean,acc_up_z_std,acc_up_z_min,acc_up_z_max,gyro_up_x_mean,gyro_up_x_std,gyro_up_x_min,gyro_up_x_max,gyro_up_y_mean,gyro_up_y_std,gyro_up_y_min,gyro_up_y_max,gyro_up_z_mean,gyro_up_z_std,gyro_up_z_min,gyro_up_z_max,acc_low_x_mean,acc_low_x_std,acc_low_x_min,acc_low_x_max,acc_low_y_mean,acc_low_y_std,acc_low_y_min,acc_low_y_max,acc_low_z_mean,acc_low_z_std,acc_low_z_min,acc_low_z_max,gyro_low_x_mean,gyro_low_x_std,gyro_low_x_min,gyro_low_x_max,gyro_low_y_mean,gyro_low_y_std,gyro_low_y_min,gyro_low_y_max,gyro_low_z_mean,gyro_low_z_std,gyro_low_z_min,gyro_low_z_max,acc_up_mag_mean,acc_up_mag_std,jerk_up_max,jerk_up_mean,gyro_up_mag_mean,gyro_up_mag_std,gyro_up_energy,acc_low_mag_mean,acc_low_mag_std,jerk_low_max,jerk_low_mean,gyro_low_mag_mean,gyro_low_mag_std,gyro_low_energy,twist_rate_proxy_mean,twist_rate_proxy_max,twist_rate_proxy_energy,upper_lower_gyro_corr
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,0,1480,0.0009095711689325912,0.03153001667294453,-0.0780414075461534,0.0856659040348184,-0.005407061954219438,0.04144561387483609,-0.1025897736728226,0.1019731181042801,1.0380708442723132,0.12455256335501196,0.7887581697566106,1.2299576987906846,0.06397663880299714,1.2205196826190305,-2.954265528421553,2.757807080772692,2.7465105159485095,8.245592551462659,-13.45828271223801,13.926291650817056,-0.21528061570917675,1.349126225017275,-3.5887736244180752,3.164758900066677,-0.0038121834070163983,0.03597831855723764,-0.0843075755045761,0.0623526499119634,-0.006365457970690391,0.04159257097687482,-0.0948878211225405,0.1041450519500164,1.0320861798838028,0.10323071741388148,0.8268822119091819,1.2363925781442353,0.014930720905890489,0.7382764691537881,-1.4848165519094318,1.8299600005225176,1.6042233021630798,5.385052577847172,-8.630008871793706,9.29849236250872,-0.10940834434944587,0.7562814717711513,-2.1650700235360665,1.955280241861096,1.039417940453588,0.12432501087595109,7.177263867463468,2.1134657337167155,8.126316282234487,3.585575105969104,78.8933651594547,1.0335860176361529,0.10313991000646895,6.737330621591065,2.149286157865516,5.171185703424537,2.4413866985321575,32.701530591072064,1.2073016550550917,4.400883506774802,2.3802320001300017,0.8919063954915378
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,760,2240,-0.004953505249199977,0.030428034840676223,-0.0690928169276939,0.0597976524493758,-0.0038730827980685218,0.04012215814188709,-0.1025897736728226,0.0953040913073629,0.997485253773514,0.1354310846866972,0.7628530578416366,1.2086428255209334,-0.059231095127009074,1.2274417204472177,-2.954265528421553,2.941163331008545,-0.022725761890253486,8.705525150017351,-13.836675220428283,13.5439676740323,-0.08354082224519273,1.2969043508979072,-3.200849577402727,3.164758900066677,-0.00869293121497917,0.03891992028591417,-0.1166863952278826,0.0723565816833108,0.00404114790686309,0.03808403278177785,-0.0877017396322963,0.1041450519500164,1.0041941167195463,0.10912797841580796,0.8203827533613046,1.2363925781442353,-0.07380084239499589,0.7292204759657844,-1.883640491433515,1.5270322867655732,-0.008375098035572808,5.750917625636258,-8.639920288282791,9.29849236250872,-0.07372266179934703,0.8375202627250753,-2.1650700235360665,1.955280241861096,0.9987968785709855,0.135271565433116,7.678145060316094,2.635444541603184,8.116559189779334,3.620388512401738,78.98574606192182,1.0057512154419326,0.10879468756260485,6.377854996566357,2.198116796967637,5.367496449349815,2.346740256948311,34.31720796736471,1.267724549510762,4.400883506774802,2.6444869059620046,0.9086999744305807
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,1520,3000,-0.005528324561976739,0.036441950565442326,-0.0852818512292523,0.1165544986402931,-0.006048952918364511,0.03860376610622543,-0.0928142404954458,0.0719037808973725,0.9585948217169878,0.12469214720377057,0.7628530578416366,1.2502607387203648,0.011551387457630373,1.2530463593828527,-2.9586977734562705,2.941163331008545,-2.6099672290196656,8.23926581098769,-15.114078999851923,13.51795061407516,0.06493455632875242,1.2371669400271859,-3.200849577402727,2.9769664220438754,-0.013462693337102287,0.0441755552404924,-0.1219053026141101,0.0800385240636061,0.009613444447409882,0.03749360577864049,-0.0877017396322963,0.0884256350957295,0.976402041460299,0.0996789286444256,0.8203827533613046,1.2021595120684985,-0.07578224093042102,0.7223354506329807,-1.883640491433515,1.5270322867655732,-1.6811850008244555,5.512675305162141,-9.525982607952766,9.019968511460965,-0.007630737303751627,0.8314499134797132,-1.853942600166,1.4650402564619207,0.9601585706689699,0.12423003537912972,7.678145060316094,2.710873866496855,8.05262238643645,3.5996888601025474,77.80248718808389,0.9782621307489578,0.09965415950762374,6.581006417262825,2.1572815669794463,5.35919635352195,2.3903692412674373,34.43485066520043,1.2166757053388353,3.846022868349058,2.1830890853395535,0.8929399501396419
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,2280,3760,0.0008238682151881172,0.040329033030393105,-0.0852818512292523,0.1165544986402931,0.0023232679311253296,0.041357455922852726,-0.0912295138148769,0.0819502260345314,0.9971634333923796,0.13264918541420212,0.7779370305005584,1.2502607387203648,0.06463144073468421,1.2915549757184186,-2.9586977734562705,2.924263096966169,-0.41782958370742346,8.50745213297891,-15.114078999851923,13.187429998426976,-0.0025735780373943875,1.228882788726165,-2.518635502941,2.5830674610990343,-0.013926568744606594,0.03883478671389272,-0.1219053026141101,0.0800385240636061,0.008032393138529876,0.04052308990598528,-0.0839682537024497,0.0909196730391755,0.9973690901523393,0.10322954583538399,0.8057942247859359,1.1891604705112135,0.03517964814873511,0.7143406498735865,-1.7679555676929677,1.9914033352186864,-0.22374295237590616,5.740114550559172,-9.525982607952766,9.275610702926093,0.023258239939831206,0.858150426971033,-1.853942600166,1.656866079373292,0.9988821226705462,0.13231844426763217,9.208619408745095,2.6060732226116734,7.954730266762492,3.529311653731792,75.73377436611428,0.9990585836551173,0.1034026966809264,7.768335203087251,1.9602896849559621,5.323166680168183,2.4313279766760387,34.247459235020365,1.2525255763528995,3.2755157545979188,2.231428672531503,0.8552398722158424
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,3040,4520,0.003271247227353399,0.038265531732776,-0.0820068840412409,0.1006989615013568,0.0028485375668882294,0.037713255882110934,-0.0846661779588212,0.0819502260345314,1.0432118589922943,0.13370786203158896,0.7779370305005584,1.2603794465895095,-0.018551748516318446,1.2241378250123822,-2.6906724211298325,2.2649569458442533,2.414742649185323,8.234251485758678,-13.337279222814908,14.080325170300348,-0.19004115402959798,1.2720943045576014,-3.6343900044999584,2.2879139307638297,-0.0024349587148063344,0.03477173844083209,-0.1040755326020675,0.0885661046316764,0.006704621748551486,0.04252058706747836,-0.0839682537024497,0.0909196730391755,1.0260360157942638,0.11077184248093414,0.8055977142523781,1.2075696328021917,0.07312626722467433,0.8025128146046098,-3.5112916678918697,2.027994196879865,1.6904448368213212,5.541736180436837,-8.399779079226773,9.275610702926093,0.04202523770814026,0.8283771589132594,-2.046143790267205,1.876586431168806,1.0446362940358662,0.133450905230883,9.208619408745095,2.6387417708291934,8.03881963083791,3.487757972864582,76.7870767344254,1.0275307491080719,0.11076471246063746,7.768335203087251,2.1110161758620287,5.407572271044389,2.3799064855382084,34.905792746474994,1.3451938764524494,4.5720803464813145,2.7705371626364683,0.8762191545057754
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,3800,5280,-0.0035422356795525643,0.04111447337985607,-0.0858915611895462,0.1162026867696162,-5.344219485117966e-05,0.04085226873459331,-0.1069133773241175,0.1271541471747014,1.0174470467794734,0.14262727560786456,0.7049635418950334,1.2603794465895095,-0.07232423459907264,1.2887848387909848,-2.794894050710143,2.7821583803390326,0.5856390477087235,8.683368445302538,-14.008269932800548,14.352251328092413,-0.15932662491206542,1.1805092599082432,-3.6343900044999584,2.41117984754888,0.0024970677871425594,0.03936618700824257,-0.1040755326020675,0.1142975369255946,-0.001327801092838739,0.03962472746873884,-0.076551189393157,0.0957070689207296,1.0101968164100716,0.10794557965596314,0.8142125166837236,1.2075696328021917,-0.003472140824970636,0.915965124004345,-3.5112916678918697,2.027994196879865,0.4666419682672067,5.63049764429186,-8.911611148755915,8.653405688611846,0.026373987476849527,0.8577488705884144,-2.450294498539446,1.876586431168806,1.019203671103779,0.1419040789685677,8.05099011017174,2.5657045572237056,8.156389021636901,3.5074724547087808,78.82904489281981,1.01175170640696,0.10787100975111859,5.877021054166481,2.4008447465866123,5.313012693861233,2.2951225327113156,33.495691325289805,1.281042139970872,4.5720803464813145,2.466374734306212,0.8997757342217746
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,4560,6040,-0.0034228499616784855,0.04173186224321368,-0.1026663376372519,0.1162026867696162,-0.004691466040567671,0.04189101293598854,-0.1069133773241175,0.1271541471747014,0.960706271560843,0.1324559283056043,0.7049635418950334,1.2191869408157017,-0.1719864239234924,1.273088354992108,-2.794894050710143,2.7821583803390326,-2.4427741580990086,8.383064653493083,-14.008269932800548,14.352251328092413,-0.009173395418639322,1.1934581372147424,-2.4194431580574998,2.7678568144433227,-0.0012441771918065253,0.03865344219127559,-0.0862403202423751,0.1142975369255946,-0.0011441518855280857,0.03716670763469865,-0.0763905162298512,0.0957070689207296,0.9718909575942732,0.098585248639378,0.8124969978817578,1.2042001610786577,-0.030270496449407366,0.8706139571520457,-2.2175645045007424,1.7608825110036748,-1.5877911199775376,5.4561087921494495,-8.911611148755915,8.1437258292948,-0.08063022113834292,0.8069390556582793,-2.450294498539446,1.7916023037149895,0.9626247959932619,0.13185122807591068,8.199819547263838,2.4478359181179856,8.189520890579153,3.4999179877515902,79.31767833821952,0.9733783227318917,0.09850906226591394,7.102165622341289,2.4889474273383447,5.274933016913153,2.4252468527925695,33.70674062990077,1.0679650120128816,3.730736986359685,1.8772431467506923,0.8956926161340194
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,5320,6800,0.0032226880671968943,0.039630010012261234,-0.1026663376372519,0.0837267323572237,-0.00217991585368264,0.03765717395314434,-0.1000679937663861,0.0824119268209631,0.9790814047961498,0.127568652981584,0.7556943870923022,1.2185929508118316,-0.14472482888776456,1.197406253983867,-2.661105801547788,2.9517823291038487,-0.9219087810085055,8.585719205715135,-13.105939851452474,14.500981684011665,0.06076929434205262,1.1960200415831117,-3.0198560257676457,2.7678568144433227,0.0015982826062575272,0.03373904057349833,-0.0862403202423751,0.0935138047668866,-0.0012619305756019453,0.03987739493245903,-0.1144607348040269,0.0983297442294624,0.9901672555174081,0.10954690493067314,0.7951545694619935,1.1832219267858963,0.043878439580584704,0.8960746472581047,-2.505523854995345,2.543891591058811,-0.578254126482174,5.880838969761351,-8.948097589723469,9.417039249110422,-0.17006777761224923,0.7246902107806441,-1.6184682024264472,1.8622442691412733,0.9806470667698367,0.12731546281607167,8.199819547263838,2.6805577363518074,8.024579816152514,3.613792013144026,77.45337394006587,0.991594280597195,0.10911084926433079,7.102165622341289,2.0381927968064453,5.445770577959476,2.573169577931144,36.277618864559436,0.9896040808608875,3.730736986359685,1.6663739107602822,0.9005051478491262
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,6080,7560,0.0075729857088058065,0.039854278955752345,-0.091651580343924,0.0931061240138434,0.0014284280500596713,0.041776292349461834,-0.1459365130085913,0.0897168124961194,1.0242347024812921,0.12332025313268656,0.7556943870923022,1.2185929508118316,-0.03321454504483973,1.2824940231827588,-2.629515802759804,2.9517823291038487,2.3217866482254967,8.260963996095033,-12.63692278009087,14.500981684011665,-0.012777826667730821,1.3010488579919468,-3.0198560257676457,2.9958090600792087,0.005340512215475899,0.03515221597787239,-0.0683690441564062,0.1125059699295489,-0.0003418760676650818,0.040931482705437484,-0.1144607348040269,0.1053896301766,1.0194383143779993,0.10050828632603907,0.7951545694619935,1.1832219267858963,0.11937360704547606,0.9452533983104788,-2.726969661177353,2.543891591058811,1.6607375018452923,5.684640383210349,-8.948097589723469,9.417039249110422,0.11595879253732787,0.8818069495608112,-1.88413590814264,1.9179012716781616,1.0259396389873074,0.1229043547927995,7.549272018361597,2.493121259290916,8.01808264046653,3.561369916835996,76.97300491389511,1.0209075930454004,0.10021866801594877,5.411269551544862,1.835762887847533,5.534194365551475,2.478842884028062,36.77196931939825,1.1824364465866595,3.391153037857544,2.0746306612711116,0.9045829397695521
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,6840,8320,3.7992519677069645e-05,0.04058927827004604,-0.0933446447939321,0.0931061240138434,-0.001587104749733262,0.040321545372539166,-0.1459365130085913,0.0897168124961194,1.0095814647057855,0.13451446474797485,0.7350360947301173,1.2877599588697444,0.03482597830605724,1.342037574797856,-2.5140938506408856,3.302514973896348,1.3121094854650912,8.354927093031666,-13.216473877253827,13.874459706513004,-0.054369057458997325,1.3243324187225705,-2.5097315128780218,2.9958090600792087,-0.0007936289052937755,0.03650802195155565,-0.0744993901049918,0.1125059699295489,0.001629107251840175,0.03705023468290229,-0.0766226065787597,0.1053896301766,1.0011691518565469,0.10257613476038333,0.7977878204737272,1.1644524220868535,0.11365069277051792,0.826699458642537,-2.726969661177353,2.030786583542361,0.8790966658542976,5.673221631768738,-9.062400359966023,9.085604011090377,0.06127175828270472,0.8424141987054591,-1.88413590814264,1.9179012716781616,1.0112657685123618,0.1340382684745186,9.76816497398454,2.1563007833789958,7.976328679996418,3.3858099283644725,75.08552808234487,1.0025167364661123,0.10261854876689866,5.749194412283548,2.057595522314018,5.354768744515172,2.386309013786559,34.36801901651557,1.1882666078951678,3.391153037857544,2.095459171797971,0.8752395967559207
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,7600,9080,-0.0035141221624761907,0.039435979975219325,-0.0933446447939321,0.0830792211621501,0.002202597718209358,0.03566301966415174,-0.0872084025795789,0.0978052058023566,0.9646181945404855,0.13751230539513506,0.7350360947301173,1.2877599588697444,-0.022195235007130054,1.2551401766158805,-2.5140938506408856,3.302514973896348,-2.151959063517061,8.356450348682829,-13.334106847908911,13.874459706513004,0.08718986558801317,1.3027290394178435,-2.273979735015962,3.040562758510841,-0.0057299882971372385,0.03745820837412764,-0.0952506936048768,0.087434550656705,0.005073089194321617,0.0368177128338194,-0.0766226065787597,0.0997570802291195,0.9761914746677726,0.10626883155947744,0.7977878204737272,1.1644524220868535,0.03149335616965603,0.7621231614931888,-1.5829325335114854,2.0226851801671604,-1.3100362310439932,5.350665508993811,-9.062400359966023,8.696723921598387,-0.02836571866345352,0.7483574488010175,-1.721797651698909,1.6146124350337487,0.9661098459071515,0.13738234600684196,9.76816497398454,2.4166239990816036,8.105645992654967,3.469908903275021,77.74176475527075,0.9776289714913627,0.10630937977699591,6.724996522415616,2.4044747012917824,5.106321494966677,2.3267926714178238,31.48848334572241,1.144487393360525,3.358278494717994,2.0555601829143195,0.8728570681931253
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,8360,9840,0.00207989050708588,0.0380426988556964,-0.0829193374396516,0.1039069490638333,0.00201979474115694,0.03694935475468203,-0.0872084025795789,0.1123684344491801,0.9733655416865413,0.13754580704876926,0.7405668165148747,1.2583469414268402,-0.1135596967256532,1.0496257035398229,-2.484088279571864,2.772902291022884,-1.6402099341715966,8.631190330886133,-13.334106847908911,13.936767122260983,0.11711643362998582,1.354007507860741,-3.011759682200277,3.040562758510841,-0.0031717349827958758,0.04314709352475888,-0.1225511946524958,0.0910972179422439,0.002041041561758875,0.0412697315214112,-0.0897131048644173,0.1223812491598729,0.9900621335333815,0.10421718822009486,0.8139850531755943,1.2200759965282832,0.2309321588672391,0.8100572414221399,-1.5829325335114854,2.0226851801671604,-0.8623358860608404,5.599330900597263,-8.599518001621258,8.829461805671567,0.18001045743514119,0.7990983986897052,-1.8229512027562853,2.0888821427102733,0.9748014845226369,0.13763102782521328,7.852789058611448,2.4928574231959604,8.219282113012467,3.5486334292896715,80.14939766875882,0.9918500234041164,0.10438807318543906,6.776681674636581,2.462595687307041,5.269313603406447,2.3897590413431766,33.47661412672569,1.2232092454125454,3.1953372364631107,2.394407448947373,0.9003205082742807
synthetic_s01_01_safe_lift_motion,synthetic_s01,safe_lift_motion,safe_lift,fresh_baseline,2,synthetic,clean,9120,10600,-0.0001385576479102659,0.04202825568592385,-0.118581153513666,0.1039069490638333,0.0036861908932259357,0.036359296681802857,-0.0838980383044056,0.1123684344491801,1.0233319922735475,0.1340926052003295,0.765908697066775,1.2583469414268402,-0.027704028363322586,1.056972654442896,-2.5614691218577303,2.991779498664852,1.9344726216926063,8.402016418234595,-13.324087953867572,14.370729945947645,0.09103781395693479,1.2098360349538513,-3.011759682200277,2.757914498651732,0.004540328402097246,0.04658988615597332,-0.1225511946524958,0.1029006974787892,-0.0038259751437231195,0.041058229337934654,-0.0897131048644173,0.1223812491598729,1.0253687813844368,0.09888725543842668,0.8139850531755943,1.2200759965282832,0.3433785424625868,0.7352825634175936,-1.3192530650873588,2.1684374150771064,1.3854069580129589,5.633255871520551,-8.599518001621258,8.829461805671567,0.01303695654920513,0.6928158605279687,-1.8229512027562853,1.263202489271911,1.0248665953320233,0.133938922219145,6.989427349510635,2.562801088589423,7.9812480390346625,3.636714695468685,76.92601403683251,1.0272595168461924,0.09894119733998019,6.776681674636581,2.2530511582550674,5.393468244781895,2.387914884619142,34.79163720365632,1.1020117248257266,3.1953372364631107,1.880185940703862,0.9149689397252682
